0,2,1.00
1,1,1.00
1,2,1.00
2,0,1.00
2,4,1.00
3,0,1.00
3,4,1.00
4,1,1.00
4,6,1.00
5,5,1.00
5,6,1.00
6,5,1.00
6,6,1.00
7,0,1.00
8,1,1.00
8,2,1.00
9,1,1.00
9,3,1.00
10,0,1.00
10,1,1.00
10,3,1.00
11,0,1.00
11,6,1.00
12,5,1.00
13,1,1.00
13,2,1.00
14,2,1.00
14,3,1.00
15,6,1.00
16,1,1.00
16,2,1.00
16,4,1.00
17,3,1.00
17,6,1.00
18,0,1.00
18,5,1.00
18,6,1.00
19,0,1.00
19,4,1.00
19,6,1.00
20,2,1.00
20,6,1.00
21,0,1.00
21,3,1.00
22,1,1.00
22,5,1.00
22,6,1.00
23,1,1.00
23,2,1.00
23,5,1.00
24,1,1.00
24,2,1.00
24,5,1.00
24,6,1.00
25,1,1.00
25,2,1.00
25,5,1.00
26,0,1.00
26,3,1.00
27,0,1.00
27,4,1.00
